R-Effective County Model Time Series for San Joaquin,,,,,,,
COVID Assessment Tool - Downloaded on 2020-08-26,,,,,,,
Date,CovidActNow,LEMMA,JHU,Stanford,UCSF,Harvard,Ensemble
2020-08-10,1.03,0.73,1.31,0.91,1.13,1.36,1.08
2020-08-11,1.01,0.75,1.31,0.9,1.11,1.26,1.07
2020-08-12,1,0.76,1.31,0.9,1.1,1.1,1.06
2020-08-13,0.98,0.77,1.31,0.9,1.08,0.67,1.02
2020-08-14,0.96,0.78,1.31,0.89,1.06,0.82,0.97
2020-08-15,0.93,0.8,1.31,0.89,1.03,0.8,0.93
2020-08-16,0.9,0.8,1.31,0.89,1.01,0.67,0.91
2020-08-17,0.87,0.8,1.31,0.88,0.99,0.79,0.9
2020-08-18,0.84,0.8,1.31,0.88,0.98,0.95,0.9
2020-08-19,0.81,0.8,1.31,0.88,0.96,0.76,0.88
2020-08-20,0.78,0.8,1.31,0.87,0.95,0,0.88
2020-08-21,0.75,0.8,1.31,0.87,0.94,0,0.86
2020-08-22,0.72,0.8,1.31,0.87,0.93,0,0.87
2020-08-23,0.7,0.8,1.31,0.87,0,0,0.86
2020-08-24,0,0.8,1.31,0.86,0,0,0.86
Please see the Technical Notes tab of the application for data sources.,,,,,,,
Prepared by: California Department of Public Health - COVID Modeling Team,,,,,,,
