R-Effective County Model Time Series for Ventura,,,,,,,
COVID Assessment Tool - Downloaded on 2020-08-27,,,,,,,
Date,CovidActNow,LEMMA,JHU,Stanford,UCSF,Harvard,Ensemble
2020-04-03,1.1,0.93,1.1,0.94,1.21,1.1,1.07
2020-04-04,1.06,0.93,1.1,0.94,1.18,1.02,1.06
2020-04-05,1.03,0.93,1.1,0.94,1.16,1.14,1.07
2020-04-06,1.01,0.93,1.1,0.94,1.14,1.09,1.05
2020-04-07,0.99,0.94,1.1,0.94,1.12,0.94,1.03
2020-04-08,0.97,0.94,1.1,0.94,1.1,0.93,0.99
2020-04-09,0.95,0.94,1.1,0.94,1.08,1.12,0.98
2020-04-10,0.93,0.94,1.1,0.94,1.06,1.05,0.99
2020-04-11,0.92,0.94,1.1,0.94,1.04,1.11,1
2020-04-12,0.91,0.94,1.1,0.94,1.03,0.98,0.98
2020-04-13,0.89,0.94,1.1,0.94,1.01,1.07,0.98
2020-04-14,0.88,0.94,1.1,0.94,1,1.07,0.97
2020-04-15,0.87,0.95,1.1,0.94,0.98,1.08,0.97
2020-04-16,0.87,0.95,1.1,0.94,0.97,0.9,0.96
2020-04-17,0.86,0.96,1.1,0.94,0.96,0.85,0.95
2020-04-18,0.85,0.96,1.1,0.94,0.95,0.83,0.95
2020-04-19,0.85,0.96,1.1,0.94,0,0.85,0.95
2020-04-20,0.85,0.97,1.1,0.94,0.94,0,0.94
2020-04-21,0.85,0.97,1.1,0.94,0.95,0.88,0.94
2020-04-22,0.85,0.97,1.1,0.94,0.95,0.92,0.94
2020-04-23,0.86,0.97,1.1,0.94,0.95,0,0.95
2020-04-24,0.87,0.97,1.1,0.94,0.96,0,0.95
2020-04-25,0.88,0.97,1.1,0.95,0,0.93,0.95
2020-04-26,0.89,0.97,1.1,0.96,0.98,0,0.96
2020-04-27,0.9,0.97,1.1,0.98,1,1.13,0.97
2020-04-28,0.92,0.97,1.1,1.02,1.01,0,0.99
2020-04-29,0.94,0.97,1.1,1.07,1.02,1,1
2020-04-30,0.96,0.97,1.1,1.12,1.04,1.18,1.03
2020-05-01,0.98,0.98,1.1,1.17,1.05,1.19,1.05
2020-05-02,0.99,0.98,1.1,1.2,1.06,1.21,1.07
2020-05-03,1.01,0.98,1.1,1.22,1.07,1.3,1.08
2020-05-04,1.03,0.98,1.1,1.24,1.08,1.22,1.08
2020-05-05,1.04,0.98,1.1,1.24,1.08,1.09,1.09
2020-05-06,1.06,0.98,1.1,1.25,1.09,1.08,1.09
2020-05-07,1.07,0.98,1.1,1.25,1.09,1.11,1.09
2020-05-08,1.08,0.98,1.13,1.26,1.1,1.22,1.1
2020-05-09,1.09,0.98,1.13,1.26,1.1,1.17,1.11
2020-05-10,1.09,0.98,1.13,1.26,1.1,1.08,1.11
2020-05-11,1.1,0.98,1.13,1.26,1.11,0.93,1.11
2020-05-12,1.1,0.99,1.13,1.26,1.11,0.95,1.1
2020-05-13,1.1,0.99,1.13,1.26,1.11,1.44,1.11
2020-05-14,1.1,1,1.13,1.26,1.1,1.25,1.11
2020-05-15,1.1,1.01,1.13,1.26,1.1,1.14,1.12
2020-05-16,1.1,1.01,1.13,1.26,1.1,1.13,1.12
2020-05-17,1.09,1.02,1.13,1.26,1.09,1.21,1.11
2020-05-18,1.09,1.03,1.13,1.26,1.09,1.36,1.11
2020-05-19,1.09,1.03,1.13,1.25,1.08,1.45,1.11
2020-05-20,1.08,1.03,1.13,1.25,1.08,1.06,1.1
2020-05-21,1.08,1.03,1.14,1.25,1.07,1.19,1.1
2020-05-22,1.07,1.03,1.14,1.25,1.07,1.16,1.1
2020-05-23,1.07,1.04,1.14,1.25,1.06,1.12,1.1
2020-05-24,1.07,1.05,1.14,1.25,1.06,1.02,1.09
2020-05-25,1.07,1.07,1.14,1.25,1.05,0.86,1.08
2020-05-26,1.07,1.1,1.14,1.25,1.05,0.74,1.07
2020-05-27,1.07,1.14,1.14,1.25,1.05,1.14,1.1
2020-05-28,1.08,1.19,1.14,1.25,1.05,0.97,1.11
2020-05-29,1.08,1.24,1.14,1.25,1.06,1,1.12
2020-05-30,1.09,1.29,1.14,1.25,1.06,1.02,1.11
2020-05-31,1.1,1.33,1.14,1.25,1.07,1.2,1.13
2020-06-01,1.11,1.36,1.14,1.24,1.08,1.24,1.16
2020-06-02,1.12,1.38,1.14,1.24,1.09,1.35,1.19
2020-06-03,1.13,1.38,1.14,1.24,1.09,1.06,1.17
2020-06-04,1.14,1.39,1.14,1.24,1.1,1.2,1.17
2020-06-05,1.16,1.39,1.14,1.24,1.11,1.15,1.15
2020-06-06,1.17,1.39,1.14,1.24,1.12,1.3,1.17
2020-06-07,1.18,1.38,1.14,1.24,1.13,1.27,1.19
2020-06-08,1.19,1.38,1.14,1.23,1.14,1.21,1.2
2020-06-09,1.21,1.37,1.14,1.22,1.15,1.18,1.2
2020-06-10,1.22,1.36,1.14,1.21,1.16,1.26,1.2
2020-06-11,1.23,1.35,1.14,1.19,1.17,1.13,1.2
2020-06-12,1.24,1.34,1.25,1.17,1.18,1.21,1.21
2020-06-13,1.26,1.33,1.25,1.14,1.19,1.11,1.21
2020-06-14,1.27,1.32,1.25,1.12,1.21,1.2,1.22
2020-06-15,1.28,1.31,1.25,1.1,1.22,1.21,1.23
2020-06-16,1.29,1.31,1.25,1.09,1.24,1.33,1.24
2020-06-17,1.3,1.31,1.25,1.08,1.25,1.31,1.26
2020-06-18,1.31,1.31,1.25,1.08,1.26,1.57,1.28
2020-06-19,1.31,1.31,1.25,1.07,1.28,1.55,1.28
2020-06-20,1.32,1.3,1.25,1.07,1.29,1.34,1.29
2020-06-21,1.32,1.3,1.25,1.06,1.29,1.17,1.28
2020-06-22,1.32,1.3,1.25,1.06,1.3,1.31,1.29
2020-06-23,1.32,1.29,1.25,1.06,1.3,1.25,1.28
2020-06-24,1.31,1.28,1.25,1.06,1.3,1.45,1.29
2020-06-25,1.3,1.25,1.25,1.06,1.3,1.44,1.28
2020-06-26,1.29,1.2,1.25,1.05,1.29,1.44,1.28
2020-06-27,1.27,1.14,1.25,1.05,1.28,1.51,1.27
2020-06-28,1.25,1.08,1.25,1.05,1.27,1.3,1.26
2020-06-29,1.23,1.03,1.25,1.05,1.25,1.08,1.22
2020-06-30,1.21,1,1.25,1.05,1.24,0.95,1.18
2020-07-01,1.19,0.98,1.24,1.04,1.22,1.43,1.16
2020-07-02,1.17,0.96,1.24,1.04,1.2,1.19,1.17
2020-07-03,1.14,0.96,1.24,1.04,1.18,0.92,1.16
2020-07-04,1.12,0.95,1.24,1.04,1.16,1.05,1.12
2020-07-05,1.11,0.95,1.24,1.04,1.15,1.05,1.09
2020-07-06,1.09,0.95,1.24,1.04,1.14,1.23,1.09
2020-07-07,1.08,0.95,1.24,1.03,1.13,1.18,1.1
2020-07-08,1.06,0.95,1.24,1.03,1.12,0.52,1.09
2020-07-09,1.06,0.94,1.24,1.03,1.12,0.94,1.06
2020-07-10,1.05,0.93,1.24,1.03,1.11,1.2,1.06
2020-07-11,1.04,0.91,1.24,1.03,1.11,1.08,1.06
2020-07-12,1.04,0.9,1.24,1.02,1.11,1.05,1.06
2020-07-13,1.04,0.89,1.24,1.02,1.1,1.13,1.06
2020-07-14,1.04,0.88,1.17,1.02,1.1,1.1,1.06
2020-07-15,1.04,0.87,1.17,1.02,1.09,1.08,1.07
2020-07-16,1.04,0.87,1.17,1.02,1.09,1.5,1.06
2020-07-17,1.03,0.87,1.17,1.01,1.08,1.3,1.06
2020-07-18,1.03,0.86,1.17,1.01,1.07,1.14,1.06
2020-07-19,1.03,0.86,1.17,1.01,1.06,1.33,1.05
2020-07-20,1.02,0.86,1.17,1.01,1.05,1.06,1.04
2020-07-21,1.02,0.86,1.17,1.01,1.04,1.04,1.04
2020-07-22,1.01,0.86,1.17,1,1.03,1.04,1.03
2020-07-23,1,0.87,1.17,1,1.03,0.75,1.02
2020-07-24,1,0.87,1.17,1,1.02,0.86,1.01
2020-07-25,0.99,0.89,1.17,1,1.01,0.89,1
2020-07-26,0.98,0.9,1.17,1,1,0.92,0.99
2020-07-27,0.97,0.92,1.17,0.99,1,0.93,0.99
2020-07-28,0.96,0.94,1.17,0.99,0.99,0.95,0.98
2020-07-29,0.95,0.97,1.17,0.99,0.98,0.96,0.98
2020-07-30,0.95,0.99,1.17,0.99,0.97,1.06,0.98
2020-07-31,0.94,1,1.17,0.99,0.96,0.88,0.98
2020-08-01,0.93,1.01,1.17,0.98,0.96,0.87,0.98
2020-08-02,0.92,1.02,1.17,0.98,0.95,0.73,0.97
2020-08-03,0.92,1.02,1.17,0.98,0.95,0.89,0.97
2020-08-04,0.92,1.02,1.17,0.98,0.95,0.92,0.97
2020-08-05,0.91,1.02,1.17,0.98,0.95,1.49,0.98
2020-08-06,0.91,1.02,1.17,0.98,0.95,0.92,0.97
2020-08-07,0.91,1.02,1.17,0.97,0,0.91,0.98
2020-08-08,0.91,1.03,1.17,0.97,0.95,0.91,0.97
2020-08-09,0.91,1.03,1.17,0.97,0.95,1.17,0.98
2020-08-10,0.91,1.04,1.17,0.97,0.95,1.02,0.98
2020-08-11,0.91,1.04,1.17,0.97,0.96,1,0.99
2020-08-12,0.92,1.05,1.17,0.96,0.96,0.49,0.98
2020-08-13,0.92,1.06,1.17,0.96,0.96,0.66,0.97
2020-08-14,0.93,1.07,1.17,0.96,0.97,0.97,0.97
2020-08-15,0.94,1.08,1.17,0.96,0.98,1.04,0.98
2020-08-16,0.94,1.08,1.17,0.96,1,0.84,0.99
2020-08-17,0.95,1.08,1.17,0.96,1.01,1.02,1
2020-08-18,0.96,1.08,1.17,0.95,1.03,1.14,1.01
2020-08-19,0.97,1.08,1.17,0.95,0,1.32,1.05
2020-08-20,0.98,1.08,1.17,0.95,1.05,1.15,1.07
2020-08-21,0.99,1.08,1.17,0.95,1.07,0,1.07
2020-08-22,1,1.08,1.17,0.95,1.07,0,1.07
2020-08-23,1.01,1.08,1.17,0.95,1.08,0,1.07
2020-08-24,1.02,1.08,1.17,0.95,1.08,0,1.08
2020-08-25,1.03,1.08,1.17,0.94,0,0,1.07
Please see the Technical Notes tab of the application for data sources.,,,,,,,
Prepared by: California Department of Public Health - COVID Modeling Team,,,,,,,
